id,gs_size,gs_size_scale,gs_size_halo,gs_fill_opacity,gs_rotation,gs_color,gs_color_halo,the_geom
2287,0.4,1.09,6.6,0.5,0,#FFF464,FFF464,0101000020110F00008FC2F5C8F2C371C1EC51B8BEE3BD5241
2288,0.3,1.1,2.7,0.7,0,#FEAA52,FEAA52,0101000020110F000085EB51D8117D664152B81E35129C71C1
2289,0.2,1.04,3,0.4,0,#8B96FF,8B96FF,0101000020110F000014AE476182FE6D41E17A14CEB7375FC1
2290,0.4,1.13,3.8,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000000000E0AF2551C1333333A3117E60C1
2291,0.1,1.12,9.5,0.6,0,#FEAA52,FEAA52,0101000020110F000085EB51F8578166C10AD7A378853F60C1
2292,0.5,1.03,3.1,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D0A1D8461C10AD7A3C825107041
2293,0.4,1.07,2,0.5,0,#F9F6CF,F9F6CF,0101000020110F00007B14AE67AA7653C1B81E85EB7A4721C1
2294,0.1,1.05,2,0.6,0,#FA6642,FA6642,0101000020110F000033333373817C514152B81E817A5172C1
2295,0.5,1,6.8,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000F6285CEFF66740C148E17A8C80836AC1
2296,0.2,1.03,4.6,0.4,0,#FFF464,FFF464,0101000020110F0000AE47E1923AE472413D0AD783EAEE6B41
2297,0.1,1.11,2.3,0.5,0,#E6E6F7,E6E6F7,0101000020110F00009A99990DF9CC7141333333AB2BB66D41
2298,0.2,1.03,4.8,0.7,0,#FEAA52,FEAA52,0101000020110F0000295C8F12252D644185EB51F8BF3B57C1
2299,0.5,1.05,11.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C1F85E35A41A4703D4AB20C5FC1
2300,0.5,1.19,10.1,0.6,0,#CBCDFE,CBCDFE,0101000020110F000048E17A4C36F76A4114AE47D5357772C1
2301,0.2,1.16,8.5,0.6,0,#8B96FF,8B96FF,0101000020110F0000E17A142EBC8A594185EB5118A31C6BC1
2302,0.5,1,10.1,0.6,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC2F5340B394100000000C70866C1
2303,0.2,1.19,3.8,0.6,0,#FFFFFF,FFFFFF,0101000020110F00007B14AEF77F0855C15C8FC28554876841
2304,0.4,1.17,8.3,0.5,0,#F9F3A4,F9F3A4,0101000020110F000052B81E051E486C4148E17A145B973D41
2305,0.2,1.08,6.6,0.6,0,#666EFF,666EFF,0101000020110F0000C3F5284CA0AF56C1713D0A53F0DE72C1
2306,0.3,1.04,10.6,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000713D0AB7484149410AD7A3F064BE3941
2307,0.1,1.08,6.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000E17A1496C70463417B14AE37E4E85741
2308,0.4,1.12,8.9,0.7,0,#E6E6F7,E6E6F7,0101000020110F000066666606290F5541666666EE728B71C1
2309,0.4,1.17,8.3,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000B81E85AB4E5A45C114AE475944CA6FC1
2310,0.3,1.06,5,0.4,0,#FA6642,FA6642,0101000020110F00009A9999198A062EC1713D0AD794045641
2311,0.3,1.18,5.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000AE47E12A4E776441C3F52854220A70C1
2312,0.1,1.04,2,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000B81E850F923F7141C3F528BCFFCC6A41
2313,0.4,1.2,2.5,0.5,0,#CBCDFE,CBCDFE,0101000020110F00008FC2F508C2D66EC1713D0A1FC2C76B41
2314,0.4,1.07,10.6,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000C3F5285C649056C19A999939A82646C1
2315,0.1,1,12,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000B81E85FB7B8F65C1EC51B84EE2B26BC1
2316,0.3,1.11,7.3,0.7,0,#FEAA52,FEAA52,0101000020110F00009A9999B9975244410AD7A3E8B88A62C1
2317,0.3,1.05,5.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F00009A9999F9ED866941EC51B89EDD402941
2318,0.2,1.01,9.5,0.6,0,#8B96FF,8B96FF,0101000020110F0000A4703DFA056857C1295C8F82E3D56441
2319,0.5,1.17,6.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B8164CF866C1A4703D1A51CD70C1
2320,0.2,1.15,8.2,0.6,0,#666EFF,666EFF,0101000020110F000085EB5198A6256B41EC51B8B661487041
2321,0.5,1.08,5.9,0.5,0,#FFFFFF,FFFFFF,0101000020110F00009A99997930DF6F4133333393FD9051C1
2322,0.4,1.12,4.6,0.6,0,#FEAA52,FEAA52,0101000020110F0000713D0AC7194D56C1666666F6102458C1
2323,0.3,1.19,7.1,0.4,0,#FA6642,FA6642,0101000020110F0000333333B7CDB771413D0AD7A372650041
2324,0.4,1.1,5.7,0.5,0,#FFFFFF,FFFFFF,0101000020110F00009A999949B8DE6641713D0A6763897141
2325,0.3,1.15,4.9,0.4,0,#FA6642,FA6642,0101000020110F00000AD7A38CACDF71C13333338B9EEA7141
2326,0.1,1.11,5.1,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000AE47E15620A1714148E17AD4A8223041
2327,0.3,1.09,10.2,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000295C8F12E072614152B81EB5C4EA61C1
2328,0.3,1.2,4.2,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000333333CBDA676BC1E17A14BEFF8168C1
2329,0.4,1.02,8.7,0.7,0,#FFF464,FFF464,0101000020110F00000AD7A3C81E7B664152B81EE50CC754C1
2330,0.2,1.01,7.5,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000B81E85EBEB512741AE47E16AC0796AC1
2331,0.3,1.19,4.3,0.4,0,#FA6642,FA6642,0101000020110F000000000000BDB054C1A4703DCA6B193341
2332,0.4,1.11,3.2,0.5,0,#CBCDFE,CBCDFE,0101000020110F000052B81E5DB01C6BC11F85EBB150196541
2333,0.1,1,7.9,0.4,0,#CBCDFE,CBCDFE,0101000020110F000048E17ADC2F1170C1666666DEE3DD6C41
2334,0.2,1.1,3,0.6,0,#F9F3A4,F9F3A4,0101000020110F00008FC2F58086266EC16666667673525CC1
2335,0.1,1.01,10.6,0.7,0,#E6E6F7,E6E6F7,0101000020110F000052B81E0515F73B41C3F5285C69333F41
2336,0.3,1.1,11.6,0.7,0,#FFF464,FFF464,0101000020110F0000CDCCCC2C84284441333333BBE59865C1
2337,0.3,1.04,9.4,0.6,0,#666EFF,666EFF,0101000020110F0000F6285CCF57F54DC1CDCCCC1C86AD6441
2338,0.1,1.12,2.8,0.5,0,#666EFF,666EFF,0101000020110F0000333333B3DF3C3E417B14AE6F3E4071C1
2339,0.3,1.03,11.5,0.4,0,#FEAA52,FEAA52,0101000020110F0000CDCCCCCCA64F3B41295C8FA201E94341
2340,0.1,1.1,4.1,0.4,0,#FA6642,FA6642,0101000020110F00001F85EBF9D9156241A4703D7AA2C35AC1
2341,0.2,1.15,11.1,0.4,0,#F9F3A4,F9F3A4,0101000020110F000048E17AB475E3604185EB517C427C72C1
2342,0.4,1.2,5.5,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000C3F528582F07734152B81E81DE157141
2343,0.2,1.07,6.2,0.6,0,#FA6642,FA6642,0101000020110F0000E17A147E84505F413D0AD7CB09B86BC1
2344,0.4,1,9.6,0.7,0,#8B96FF,8B96FF,0101000020110F0000CDCCCC2C3E596BC1E17A14E6A71A6241
2345,0.1,1.19,4.1,0.7,0,#666EFF,666EFF,0101000020110F00000AD7A34428CE7141C3F5280446397041
2346,0.1,1.06,11,0.6,0,#FEAA52,FEAA52,0101000020110F0000D7A370F55E4B72417B14AEA770B56BC1
2347,0.4,1.1,3.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000333333F3D78053C133333313CEA26DC1
2348,0.2,1.09,3.5,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000D7A370CDA8796B4152B81EE5A9F16CC1
2349,0.1,1.09,9.6,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000CDCCCC2019127041333333F34EDD5C41
2350,0.4,1.12,7.3,0.5,0,#666EFF,666EFF,0101000020110F000014AE4701141371C1AE47E1AAFDA05241
2351,0.4,1.2,4.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F000085EB51B894AF50C13333336756D571C1
2352,0.1,1.02,3.7,0.6,0,#E6E6F7,E6E6F7,0101000020110F0000CDCCCC4C2827474148E17AD0D7597041
2353,0.5,1.15,10.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F00007B14AEEFC0346E411F85EB8951906F41
2354,0.1,1.18,6.8,0.5,0,#8B96FF,8B96FF,0101000020110F0000295C8FD226706541E17A1456D9A57041
2355,0.4,1.13,4.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000666666D6549451C1EC51B88E4D746241
2356,0.4,1.11,5.4,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000A4703DFA28A96EC148E17AD8733B71C1
2357,0.2,1.1,10.1,0.4,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A36085AD64415C8FC2E5246A5A41
2358,0.4,1.19,2.6,0.5,0,#FFF464,FFF464,0101000020110F00009A99997978BE43C11F85EB11F6294441
2359,0.1,1.09,4,0.4,0,#FFFFFF,FFFFFF,0101000020110F000085EB51D071EC60C10AD7A310DC3362C1
2360,0.4,1.03,5.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000B81E85CBA7024FC1AE47E1B281536F41
2361,0.1,1.02,10.9,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528BC060C4841F6285C372DA76EC1
2362,0.2,1.08,5.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F00007B14AEC74B9256C1713D0A8761BE5041
2363,0.1,1.09,2.8,0.6,0,#666EFF,666EFF,0101000020110F0000A4703D4A0BEA64C19A9999E927595CC1
2364,0.4,1.03,11,0.7,0,#666EFF,666EFF,0101000020110F000048E17AD4B1A959418FC2F52811723FC1
2365,0.3,1.14,8.8,0.4,0,#CBCDFE,CBCDFE,0101000020110F000048E17A94F01D60411F85EB897C8661C1
2366,0.1,1.13,2.3,0.5,0,#FFF464,FFF464,0101000020110F000000000088900365C133333353FDEE51C1
2367,0.1,1.04,2.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000A4703D4A81C272C1333333E38DBB6EC1
2368,0.5,1.08,4.9,0.6,0,#8B96FF,8B96FF,0101000020110F0000EC51B8D6357C6B41A4703D0A037C5CC1
2369,0.3,1.14,6.2,0.7,0,#FEAA52,FEAA52,0101000020110F000066666656C4B35F41AE47E1AA34BE6541
2370,0.1,1.19,6.2,0.6,0,#FFFFFF,FFFFFF,0101000020110F000052B81E7545E450417B14AE074E5E5041
2371,0.2,1.06,3.3,0.4,0,#F9F3A4,F9F3A4,0101000020110F00003D0AD727869172C1AE47E15A016D60C1
2372,0.1,1.09,2.7,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000295C8FF26AF96A411F85EB39C88E6F41
2373,0.2,1.03,4.6,0.5,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B85E3D5D37C114AE476DDF387241
2374,0.2,1.14,5.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000D7A3702D39145DC1EC51B87E5AE06441
2375,0.5,1.1,10.5,0.4,0,#CBCDFE,CBCDFE,0101000020110F000033333363EA4168C13D0AD7B3174C6641
2376,0.1,1.16,6.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000D7A3705D7DC647C148E17ADC200A6A41
2377,0.2,1.04,11.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F00007B14AE6FB72668415C8FC28DD48B6941
2378,0.1,1.09,3.6,0.4,0,#F9F6CF,F9F6CF,0101000020110F0000A4703D6A14A24EC1A4703D8A6A3F5841
2379,0.1,1.03,10.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000713D0A475001654148E17A1422F55B41
2380,0.3,1.13,9.3,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000A4703D4AB61F4EC11F85EB313EA05941
2381,0.5,1.2,3.1,0.6,0,#F9F6CF,F9F6CF,0101000020110F000052B81E9DCB1066C16666665A5FBE72C1
2382,0.4,1.09,2.9,0.5,0,#FEAA52,FEAA52,0101000020110F0000295C8FC2F78B0FC166666606E4F270C1
2383,0.4,1.18,4.3,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000713D0A87DF5857C15C8FC2C548A560C1
2384,0.4,1.12,3.9,0.6,0,#FA6642,FA6642,0101000020110F0000E17A142E59D63941C3F5285C03D271C1
2385,0.2,1.17,7.9,0.5,0,#666EFF,666EFF,0101000020110F00009A9999A9389060C15C8FC2F5E8232541
2386,0.4,1.1,9,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000666666D68E176B418FC2F580B4106841
2387,0.3,1.06,7.5,0.6,0,#FEAA52,FEAA52,0101000020110F0000713D0A1B3B4771417B14AECF907A72C1
2388,0.5,1.13,10.7,0.4,0,#FFFFFF,FFFFFF,0101000020110F00005C8FC285B80E6F4148E17A9CA59E64C1
2389,0.1,1.02,6,0.5,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB09614D65C13333332FB91E7141
2390,0.3,1.09,2.4,0.6,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB3983076F410AD7A3F877C071C1
2391,0.2,1.2,3.3,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000666666861E4A4DC15C8FC275D67B4141
2392,0.1,1.13,10.6,0.7,0,#666EFF,666EFF,0101000020110F0000295C8FCAA1D171C1E17A14266A526EC1
2393,0.3,1.17,3.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000295C8F1A36896DC166666666C20D1441
2394,0.2,1.14,5.3,0.5,0,#FEAA52,FEAA52,0101000020110F00007B14AEEF81B665C1AE47E1FA34274F41
2395,0.1,1.15,10.5,0.5,0,#F9F3A4,F9F3A4,0101000020110F0000A4703DDA569C72C1E17A14AEB6085E41
2396,0.4,1.16,6.5,0.6,0,#8B96FF,8B96FF,0101000020110F0000E17A140EC46542415C8FC215E40853C1
2397,0.1,1.14,6.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528FC228C72C1C3F5289C7E793B41
2398,0.5,1.07,4.8,0.4,0,#F9F3A4,F9F3A4,0101000020110F00000AD7A3B8594166C17B14AEC713A660C1
2399,0.2,1.2,7.1,0.6,0,#E6E6F7,E6E6F7,0101000020110F0000D7A370C5EA9E6B41B81E857B7F836BC1
2400,0.5,1.19,12,0.5,0,#FA6642,FA6642,0101000020110F0000000000F0E79863C1AE47E1C2745B71C1
2401,0.5,1.03,3.1,0.5,0,#FFF464,FFF464,0101000020110F00008FC2F5E8CAE4684114AE47B1634768C1
2402,0.4,1.02,2.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F000000000010121F6EC152B81E9561EF6041
2403,0.3,1.08,5.8,0.6,0,#8B96FF,8B96FF,0101000020110F000033333397D5A970C15C8FC2F5459C1C41
2404,0.2,1.02,7.8,0.5,0,#8B96FF,8B96FF,0101000020110F000052B81E45D53C72413D0AD7532DBB6AC1
2405,0.1,1.16,6.6,0.4,0,#F9F3A4,F9F3A4,0101000020110F0000713D0AFF28BE66C1D7A3705D054072C1
2406,0.2,1.1,8.6,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000295C8FC2310A49C1D7A3700DF58C5FC1
2407,0.1,1.04,6.9,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000CDCCCC149119674148E17A94CCC73241
2408,0.3,1.13,6.6,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000333333739E4751C11F85EBA192365F41
2409,0.5,1.03,3,0.7,0,#8B96FF,8B96FF,0101000020110F0000EC51B8E61CFA6CC1295C8FC2928722C1
2410,0.1,1.03,4.3,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000CDCCCC48730273C1E17A142EA8A367C1
2411,0.5,1.02,2,0.7,0,#F9F3A4,F9F3A4,0101000020110F0000666666268CE557413D0AD71BE0AB69C1
2412,0.4,1.2,7.6,0.6,0,#CBCDFE,CBCDFE,0101000020110F000048E17AF412286FC1CDCCCC88B2687241
2413,0.4,1.18,10.6,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000000000E0AD7A49C1C3F528A4158B6CC1
2414,0.2,1.19,8.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F00009A999909CD585041295C8F02962B5B41
2415,0.4,1.18,5.5,0.7,0,#FFFFFF,FFFFFF,0101000020110F00009A999921B43A6E4148E17AB8F41F72C1
2416,0.5,1.14,3.5,0.5,0,#CBCDFE,CBCDFE,0101000020110F000052B81E05FB5633C1E17A14FEDBF85641
2417,0.4,1.05,5.1,0.6,0,#F9F3A4,F9F3A4,0101000020110F0000C3F5280C5D6C51416666669E77C16FC1
2418,0.1,1.15,3.4,0.5,0,#666EFF,666EFF,0101000020110F000052B81E5910FB71C185EB5180F0F46D41
2419,0.4,1.08,3.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000666666860E4D5641EC51B84E90405541
2420,0.2,1.16,8.6,0.6,0,#FFFFFF,FFFFFF,0101000020110F000085EB51287DB254413D0AD75B685665C1
2421,0.5,1.06,11.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B89E5D0E2BC1AE47E1FA5CBC2FC1
2422,0.3,1.1,3.5,0.6,0,#FEAA52,FEAA52,0101000020110F0000B81E85CBCF3E52411F85EB51145F1F41
2423,0.4,1.08,4.5,0.6,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F5A408BA70413D0AD73305CA59C1
2424,0.2,1.19,5.5,0.5,0,#FFF464,FFF464,0101000020110F0000F6285C8F533111410AD7A3004BC15E41
2425,0.3,1.04,7.7,0.5,0,#F9F3A4,F9F3A4,0101000020110F000014AE4761535D5CC1E17A149E090055C1
2426,0.1,1.2,2.5,0.6,0,#FFF464,FFF464,0101000020110F0000EC51B84E25306241AE47E1BA6C227041
2427,0.1,1.03,6.9,0.6,0,#FA6642,FA6642,0101000020110F0000666666EEC03463415C8FC26533676D41
2428,0.4,1.12,8.9,0.5,0,#F9F6CF,F9F6CF,0101000020110F0000EC51B832C925724114AE4721CF143741
2429,0.4,1.2,11.9,0.5,0,#8B96FF,8B96FF,0101000020110F000052B81E457DDA30418FC2F5583B337241
2430,0.4,1.14,5.9,0.5,0,#8B96FF,8B96FF,0101000020110F0000C3F5284C7D1E53415C8FC25527315341
2431,0.5,1.05,10.2,0.4,0,#666EFF,666EFF,0101000020110F00008FC2F5388DD361C13D0AD763CE415741
2432,0.2,1.01,5.3,0.7,0,#E6E6F7,E6E6F7,0101000020110F0000B81E85139E2C70419A9999F94CA461C1
2433,0.2,1.17,3.9,0.6,0,#8B96FF,8B96FF,0101000020110F0000F6285CE78D6371C1F6285CCF9F525EC1
2434,0.1,1.09,5.5,0.6,0,#CBCDFE,CBCDFE,0101000020110F000048E17A546A1140C1EC51B8EEBDF96241
2435,0.3,1.15,8.1,0.6,0,#FFFFFF,FFFFFF,0101000020110F00007B14AE07F13134C18FC2F53081656CC1
2436,0.4,1.12,5.6,0.6,0,#8B96FF,8B96FF,0101000020110F0000713D0AC7B03364C1713D0A5B6D1A72C1
2437,0.5,1.02,4.9,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000C3F5284C5D9571413333330375005DC1
2438,0.1,1.15,8.2,0.4,0,#8B96FF,8B96FF,0101000020110F0000666666461D926B41E17A14D6C9B36BC1
2439,0.3,1.04,7.2,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000EC51B8BE5F2A6641F6285C372E0D7241
2440,0.2,1.08,7.2,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000B81E85DBA1F45EC1333333835DBB57C1
2441,0.2,1.03,11,0.5,0,#CBCDFE,CBCDFE,0101000020110F000052B81E8588BD6E410AD7A3701B0C39C1
2442,0.3,1,3.2,0.7,0,#F9F3A4,F9F3A4,0101000020110F000052B81EE55BF360C15C8FC2B5178D5BC1
2443,0.4,1.04,2.3,0.4,0,#FA6642,FA6642,0101000020110F0000B81E853B25D262C17B14AEEF74606B41
2444,0.5,1.03,8.6,0.4,0,#FFFFFF,FFFFFF,0101000020110F00007B14AEC7CEFA5A417B14AE37C80B5EC1
2445,0.2,1.18,6.5,0.4,0,#8B96FF,8B96FF,0101000020110F0000333333C395D16CC114AE47C1BF765CC1
2446,0.2,1.06,8.7,0.6,0,#FEAA52,FEAA52,0101000020110F000048E17AD826D07141713D0AD7CB9956C1
2447,0.3,1.08,10.5,0.4,0,#8B96FF,8B96FF,0101000020110F0000713D0A77E4D867C1295C8F521E5471C1
2448,0.3,1.15,6.7,0.6,0,#8B96FF,8B96FF,0101000020110F00009A999939776947C1A4703DCA2DF56841
2449,0.4,1.15,3.8,0.6,0,#F9F6CF,F9F6CF,0101000020110F00009A999975F91D70C16666666EB87D6E41
2450,0.5,1.1,10.3,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000C3F528B423C865C19A999999D50E3FC1
2451,0.2,1.09,8.7,0.6,0,#FFF464,FFF464,0101000020110F0000EC51B8DE5D9155C1713D0AD722BC72C1
2452,0.1,1.13,11.2,0.5,0,#8B96FF,8B96FF,0101000020110F0000A4703D4A37BC64C100000090BA635E41
2453,0.1,1.17,8.5,0.5,0,#FFFFFF,FFFFFF,0101000020110F00009A999919870C5341333333BB9D296F41
2454,0.4,1.16,6.7,0.7,0,#FFF464,FFF464,0101000020110F0000E17A146ED41D67413D0AD733EE6067C1
2455,0.1,1.15,6.7,0.7,0,#8B96FF,8B96FF,0101000020110F0000B81E85DFC9A2704133333363979F52C1
2456,0.1,1.09,11.8,0.7,0,#F9F6CF,F9F6CF,0101000020110F00003D0AD743872966C19A999949177A6341
2457,0.2,1.2,9.9,0.7,0,#8B96FF,8B96FF,0101000020110F00008FC2F54858FD55419A9999097B3B51C1
2458,0.2,1.1,3.5,0.7,0,#FEAA52,FEAA52,0101000020110F0000F6285C5B77F970C19A9999097FD65541
2459,0.4,1.08,6.7,0.5,0,#FFFFFF,FFFFFF,0101000020110F000014AE473991A17241B81E8503521B60C1
2460,0.4,1.19,8.1,0.7,0,#CBCDFE,CBCDFE,0101000020110F00000AD7A3A0400F72416666661E878B6741
2461,0.4,1.14,6.9,0.5,0,#FFF464,FFF464,0101000020110F00003333339393F95341B81E85F3B34E6441
2462,0.1,1.2,12,0.4,0,#CBCDFE,CBCDFE,0101000020110F0000666666B6B1766AC1295C8FC25AA445C1
2463,0.4,1.11,4.9,0.4,0,#E6E6F7,E6E6F7,0101000020110F0000EC51B89EA87624410000006083CC6C41
2464,0.5,1.07,5.2,0.6,0,#FFFFFF,FFFFFF,0101000020110F000085EB51E859C867C1A4703D5A013162C1
2465,0.5,1.16,3.7,0.6,0,#F9F6CF,F9F6CF,0101000020110F0000E17A14363CA46A41C3F5286C1BD15F41
2466,0.1,1.09,8.9,0.4,0,#F9F6CF,F9F6CF,0101000020110F000085EB51B860B43FC18FC2F5B8E7545141
2467,0.1,1.06,3.8,0.7,0,#CBCDFE,CBCDFE,0101000020110F000048E17A34FD5E4F410AD7A3C0585D7041
2468,0.3,1.06,11.1,0.7,0,#FFFFFF,FFFFFF,0101000020110F00008FC2F528494745C185EB51A8B32869C1
2469,0.4,1.19,9.1,0.5,0,#FFF464,FFF464,0101000020110F0000AE47E1BA9B9C5D4185EB51609F496941
2470,0.5,1.03,6.1,0.6,0,#FEAA52,FEAA52,0101000020110F000085EB5198052644419A99999977CA5B41
2471,0.5,1.12,5.6,0.7,0,#CBCDFE,CBCDFE,0101000020110F000085EB51D84EAD4341CDCCCCEC6CDF6241
2472,0.2,1.05,3.6,0.6,0,#E6E6F7,E6E6F7,0101000020110F000048E17A9C36C86041B81E85AB76054F41
2473,0.1,1.15,3.5,0.4,0,#FEAA52,FEAA52,0101000020110F0000AE47E132D5B96441F6285C0FD1DE62C1
2474,0.2,1,2,0.6,0,#FFFFFF,FFFFFF,0101000020110F00001F85EB81E2545641D7A3708D5E0573C1
2475,0.3,1.09,10.8,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000A4703DCA5BB34F41B81E85EB240A71C1
2476,0.2,1.05,7,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000F6285C4FB0F946C114AE476150186A41
2477,0.4,1.19,7.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000B81E85BFD8D77241EC51B89EC3734941
2478,0.5,1.11,6.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F00003D0AD7BB67B36741CDCCCC3CD5236241
2479,0.2,1.08,3.9,0.4,0,#FFFFFF,FFFFFF,0101000020110F00009A99990112466A4185EB511000BB6541
2480,0.2,1.12,9.7,0.6,0,#CBCDFE,CBCDFE,0101000020110F0000666666AE06756C4152B81E95975A6BC1
2481,0.4,1.11,3.2,0.5,0,#FFF464,FFF464,0101000020110F000052B81E451DBC55C148E17AA4C7AD5541
2482,0.4,1.04,6.5,0.7,0,#CBCDFE,CBCDFE,0101000020110F00009A99999900351D4114AE4751727A5EC1
2483,0.4,1.08,11.3,0.5,0,#E6E6F7,E6E6F7,0101000020110F0000E17A145EC50B53417B14AEE7BF2B4941
2484,0.1,1.19,6.4,0.5,0,#FEAA52,FEAA52,0101000020110F00001F85EBE1F70E56C1F6285C5F259771C1
2485,0.5,1.03,6.1,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000333333D30F2F57C148E17AB4A03E63C1
2486,0.1,1.13,10.7,0.7,0,#FFFFFF,FFFFFF,0101000020110F00000AD7A370E5774EC1EC51B89E8AF06041
2487,0.2,1.04,7,0.5,0,#FEAA52,FEAA52,0101000020110F0000295C8F7EB9D070C13D0AD7033FBE5941
2488,0.2,1.14,4.1,0.7,0,#F9F6CF,F9F6CF,0101000020110F000085EB51B0136A6FC152B81E554A6462C1
2489,0.3,1.12,7.4,0.4,0,#FFFFFF,FFFFFF,0101000020110F000052B81EED79CF684114AE47C1FACE6B41
2490,0.1,1.12,10.2,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000B81E856B2E413F416666668601AA72C1
2491,0.3,1.15,3.7,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000EC51B8AE6B4C65415C8FC245C6C064C1
2492,0.2,1.05,9.2,0.7,0,#CBCDFE,CBCDFE,0101000020110F0000EC51B8666B407041E17A142E43E75DC1
2493,0.1,1.19,4.3,0.5,0,#FFFFFF,FFFFFF,0101000020110F0000F6285C579BB66641666666667A1C21C1
2494,0.4,1.15,6.8,0.4,0,#F9F6CF,F9F6CF,0101000020110F000048E17A143F1025C1713D0A1FC49A6C41
2495,0.2,1.01,9.9,0.6,0,#FFFFFF,FFFFFF,0101000020110F000033333313F28F6441D7A370C5B6A862C1
2496,0.3,1.04,10.2,0.6,0,#F9F6CF,F9F6CF,0101000020110F000014AE478996696FC1295C8F12217B5B41
2497,0.2,1.05,7.5,0.4,0,#FFFFFF,FFFFFF,0101000020110F0000D7A370DD30B671C13D0AD7BB67B461C1
2498,0.4,1.02,10.6,0.7,0,#FFFFFF,FFFFFF,0101000020110F0000B81E85FB357E674148E17A48E63F72C1
2499,0.3,1.1,4.7,0.6,0,#FFFFFF,FFFFFF,0101000020110F0000AE47E15A1F545341CDCCCC1C422F5A41
2500,0.1,1.2,11.5,0.4,0,#F9F6CF,F9F6CF,0101000020110F000014AE47E1ACE24C4148E17A44428B65C1
2501,0.3,1.2,11.7,0.5,0,#F9F6CF,F9F6CF,0101000020110F00005C8FC23DE6D46DC15C8FC2B50F9F36C1
2502,0.5,1.04,7.6,0.4,0,#FA6642,FA6642,0101000020110F0000713D0AE7E1056EC1C3F5285C933B54C1
2503,0.4,1.03,9.4,0.7,0,#F9F6CF,F9F6CF,0101000020110F0000CDCCCCDCF8E751C19A9999D1220F6741
